base_slug,variant_slugs,name,types,sets,legal_heroes,legal_formats,keywords,implemented_by_registry,implemented_by_manual_trigger,has_functional_text,parseable_by_text_parser,in_generated_decks,priority_tier,priority_score,implementation_bucket
scuttle_toes,scuttle_toes,Scuttle Toes,Equipment,CompendiumOfRathe,Frankie|GravyBones|Taylor,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,ArcaneBarrier,False,False,True,False,False,P2,30,manual_or_keyword_gap
searing_gaze,searing_gaze_red,Searing Gaze,AttackReaction,FangBlitzDeck|TheHunted,Emperor|Fang,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Mark,False,False,True,False,False,P2,30,manual_or_keyword_gap
seasoned_saviour,seasoned_saviour,Seasoned Saviour,Equipment,Dynasty,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Taylor|Terra|Valda|Victor|Yoji,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Battleworn,False,False,True,False,False,P2,30,manual_or_keyword_gap
second_tenet_of_chi_wind,second_tenet_of_chi_wind_blue,Second Tenet of Chi: Wind,Action,EnigmaSilverAgeDeck|PartTheMistveil|Promos,Enigma|Nuu|Zen,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,GoAgain,False,False,True,False,False,P2,30,manual_or_keyword_gap
serpents_kiss,serpents_kiss_blue,Serpent's Kiss,Action,CompendiumOfRathe,Nuu,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Stealth,False,False,True,False,False,P2,30,manual_or_keyword_gap
shaden_death_hydra,shaden_death_hydra_yellow,Shaden Death Hydra,Action,DuskTillDawn,Levia,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,BloodDebt,False,False,True,False,False,P2,30,manual_or_keyword_gap
shadow_of_blasmophet,shadow_of_blasmophet_red,Shadow of Blasmophet,Action,Monarch,Levia,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,BloodDebt,False,False,True,False,False,P2,30,manual_or_keyword_gap
shadow_of_ursur,shadow_of_ursur_blue,Shadow of Ursur,Action,Monarch,Chane|Vynnset,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,BloodDebt|GoAgain,False,False,True,False,False,P2,30,manual_or_keyword_gap
shadowrealm_horror,shadowrealm_horror_red,Shadowrealm Horror,Action,PartTheMistveil,Levia,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,BloodDebt|GoAgain,False,False,True,False,False,P2,30,manual_or_keyword_gap
shake_down,shake_down_red,Shake Down,Action,Outsiders,Shiyana|Uzuri,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,Specialization,False,False,True,False,False,P2,30,manual_or_keyword_gap
shattering_grasp,shattering_grasp,Shattering Grasp,Equipment,CompendiumOfRathe,Iyslander|Jarl|Lexi|Oldhim|Starvo|Taylor,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Battleworn|GoAgain,False,False,True,False,False,P2,30,manual_or_keyword_gap
shimmering_mirage,shimmering_mirage_blue,Shimmering Mirage,DefenseReaction,CompendiumOfRathe|GEM,Dromai|Enigma|Prism|Zyggy,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Mirage,False,False,True,False,False,P2,30,manual_or_keyword_gap
shock_frock,shock_frock,Shock Frock,Equipment,ArmoryDeckAurora,Aurora|Aurora2|Briar|Broscilio|Lexi|Oscilio|Starvo|Taylor|Zyggy,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Battleworn|GoAgain,False,False,True,False,False,P2,30,manual_or_keyword_gap
shriek_razors,shriek_razors,Shriek Razors,Equipment,BrightLights|Promos,Arakni|Crackni|Nuu|Slippy|Taylor|Uzuri,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Battleworn,False,False,True,False,False,P2,30,manual_or_keyword_gap
shroud_of_darkness,shroud_of_darkness,Shroud of Darkness,Equipment,DuskTillDawn,Chane|Levia|Taylor|Vynnset,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,BloodDebt,False,False,True,False,False,P2,30,manual_or_keyword_gap
shroud_of_the_fate_watcher,shroud_of_the_fate_watcher,Shroud of the Fate Watcher,Equipment,CompendiumOfRathe,Blaze|Broscilio|Emperor|Iyslander|Kano|Oscilio|Taylor|Verdance,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,BladeBreak,False,False,True,False,False,P2,30,manual_or_keyword_gap
sigil_of_permafrost,sigil_of_permafrost_blue|sigil_of_permafrost_red|sigil_of_permafrost_yellow,Sigil of Permafrost,DefenseReaction,Uprising,Iyslander|Oscilio|Verdance,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Fusion,False,False,True,False,False,P2,30,manual_or_keyword_gap
sigil_of_protection,sigil_of_protection_blue|sigil_of_protection_red|sigil_of_protection_yellow,Sigil of Protection,Action,Uprising,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Ward,False,False,True,False,False,P2,30,manual_or_keyword_gap
sigil_of_solitude,sigil_of_solitude_blue|sigil_of_solitude_red|sigil_of_solitude_yellow,Sigil of Solitude,Action,PartTheMistveil,Dromai|Enigma|Prism|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Ward,False,False,True,False,False,P2,30,manual_or_keyword_gap
silent_stilettos,silent_stilettos,Silent Stilettos,Equipment,EnigmaSilverAgeDeck|Uprising,Dromai|Enigma|Prism|Taylor|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,ArcaneBarrier,False,False,True,False,False,P2,30,manual_or_keyword_gap
silken_form,silken_form,Silken Form,Equipment,DromaiBlitzDeck|Promos|Uprising,Dromai|Taylor,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Quell|Transform,False,False,True,False,False,P2,30,manual_or_keyword_gap
silken_shawl,silken_shawl,Silken Shawl,Equipment,CompendiumOfRathe,Dromai|Enigma|Prism|Taylor|Zyggy,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Ward,False,False,True,False,False,P2,30,manual_or_keyword_gap
silken_shroud,silken_shroud,Silken Shroud,Equipment,CompendiumOfRathe,Dromai|Enigma|Prism|Taylor|Zyggy,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Ward,False,False,True,False,False,P2,30,manual_or_keyword_gap
silken_slippers,silken_slippers,Silken Slippers,Equipment,CompendiumOfRathe,Dromai|Enigma|Prism|Taylor|Zyggy,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Ward,False,False,True,False,False,P2,30,manual_or_keyword_gap
silken_symphony,silken_symphony,Silken Symphony,Equipment,CompendiumOfRathe,Dromai|Enigma|Prism|Taylor|Zyggy,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Ward,False,False,True,False,False,P2,30,manual_or_keyword_gap
silver_palms,silver_palms,Silver Palms,Equipment,Everfest|Promos,Genis|Kavdaen|Ruudi|Squizzy|Taylor,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,BladeBreak,False,False,True,False,False,P2,30,manual_or_keyword_gap
silverstride_dodgers,silverstride_dodgers,Silverstride Dodgers,Equipment,ArmoryDeckOriginsHala,Boltyn|Dorinthea|Emperor|Fang|Hala|Kassai|Olympia|Taylor,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Temper,False,False,True,False,False,P2,30,manual_or_keyword_gap
singing_steelblade,singing_steelblade_yellow,Singing Steelblade,AttackReaction,HistoryPack1|WelcomeToRathe,Dorinthea|Shiyana,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,Reprise|Specialization,False,False,True,False,False,P2,30,manual_or_keyword_gap
singularity,singularity_red,Singularity,Action,BrightLights,Shiyana|Teklovossen,Blitz|Clash|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Legendary|Specialization|Transform,False,False,True,False,False,P2,30,manual_or_keyword_gap
skera_strapping,skera_strapping,Skera Strapping,Equipment,CompendiumOfRathe,Kayo|Levia|RKO|Rhinar|Taylor|Tuffnut,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Spellvoid,False,False,True,False,False,P2,30,manual_or_keyword_gap
skull_crushers,skull_crushers,Skull Crushers,Equipment,Everfest,Kayo|Levia|RKO|Rhinar|Taylor|Tuffnut,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Battleworn,False,False,True,False,False,P2,30,manual_or_keyword_gap
skybody_keikoi,skybody_keikoi,Skybody Keikoi,Equipment,PartTheMistveil|Promos,Enigma|Nuu|Taylor|Zen,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Cloaked,False,False,True,False,False,P2,30,manual_or_keyword_gap
skycrest_keikoi,skycrest_keikoi,Skycrest Keikoi,Equipment,PartTheMistveil|Promos,Enigma|Nuu|Taylor|Zen,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Cloaked,False,False,True,False,False,P2,30,manual_or_keyword_gap
skyhold_keikoi,skyhold_keikoi,Skyhold Keikoi,Equipment,PartTheMistveil|Promos,Enigma|Nuu|Taylor|Zen,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Cloaked,False,False,True,False,False,P2,30,manual_or_keyword_gap
skywalker_keikoi,skywalker_keikoi,Skywalker Keikoi,Equipment,EnigmaBlitzDeck|PartTheMistveil|Promos,Enigma|Nuu|Taylor|Zen,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Cloaked,False,False,True,False,False,P2,30,manual_or_keyword_gap
slay_the_scholars,slay_the_scholars_blue|slay_the_scholars_red|slay_the_scholars_yellow,Slay the Scholars,Action,ArakniBlitzDeckARK|Dynasty,Arakni|Crackni|Nuu|Slippy|Uzuri,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Contract,False,False,True,False,False,P2,30,manual_or_keyword_gap
slithering_shadowpede,slithering_shadowpede_red,Slithering Shadowpede,Action,DuskTillDawn,Levia,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,BloodDebt,False,False,True,False,False,P2,30,manual_or_keyword_gap
smack_of_reality,smack_of_reality_red,Smack of Reality,Action,BetsyBlitzDeck|HeavyHitters|RoundTheTable,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Terra|Valda|Victor|Yoji,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Tower,False,False,True,False,False,P2,30,manual_or_keyword_gap
small_problem,small_problem_yellow,Small Problem,Action,SuperSlam,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Terra|Valda|Victor|Yoji,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Crush,False,False,True,False,False,P2,30,manual_or_keyword_gap
smelting_of_the_old_ones,smelting_of_the_old_ones_red,Smelting of the Old Ones,Action,MasteryPackGuardian,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Terra|Valda|Victor|Yoji,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Crush|Heave,False,False,True,False,False,P2,30,manual_or_keyword_gap
smoke_out,smoke_out_red,Smoke Out,DefenseReaction,FangBlitzDeck|GEM|TheHunted,Cindra|Dromai|Emperor|Fai|Fang|Taipanis,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Mark,False,False,True,False,False,P2,30,manual_or_keyword_gap
smoldering_scales,smoldering_scales,Smoldering Scales,Equipment,CompendiumOfRathe,Cindra|Dromai|Emperor|Fai|Fang|Taipanis|Taylor,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Guardwell,False,False,True,False,False,P2,30,manual_or_keyword_gap
snap_shot,snap_shot_blue|snap_shot_red|snap_shot_yellow,Snap Shot,Action,LexiBlitzDeck|TalesOfAria,Lexi,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Fusion,False,False,True,False,False,P2,30,manual_or_keyword_gap
solray_plating,solray_plating,Solray Plating,Equipment,CompendiumOfRathe,Boltyn|Librarian|Prism|Taylor|Theryon,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,BladeBreak,False,False,True,False,False,P2,30,manual_or_keyword_gap
sonata_fantasmia,sonata_fantasmia_blue,Sonata Fantasmia,Action,BrightLights,Shiyana|Viserai,Blitz|Clash|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Specialization,False,False,True,False,False,P2,30,manual_or_keyword_gap
sonata_galaxia,sonata_galaxia_red,Sonata Galaxia,Action,HeavyHitters,Aurora|Aurora2|Briar|Chane|Florian|Viserai|Vynnset,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,GoAgain,False,False,True,False,False,P2,30,manual_or_keyword_gap
soul_butcher,soul_butcher_blue|soul_butcher_red|soul_butcher_yellow,Soul Butcher,Action,DuskTillDawn,Chane|Levia|Vynnset,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,BloodDebt,False,False,True,False,False,P2,30,manual_or_keyword_gap
soul_cleaver,soul_cleaver_blue|soul_cleaver_red|soul_cleaver_yellow,Soul Cleaver,Action,DuskTillDawn,Chane|Levia|Vynnset,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,BloodDebt|GoAgain,False,False,True,False,False,P2,30,manual_or_keyword_gap
soul_harvest,soul_harvest_blue,Soul Harvest,Action,LeviaBlitzDeck|Monarch,Levia|Shiyana,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Legendary|Specialization,False,False,True,False,False,P2,30,manual_or_keyword_gap
soul_reaping,soul_reaping_red,Soul Reaping,Action,ChaneBlitzDeck|Monarch,Chane|Shiyana,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,GoAgain|Legendary|Specialization,False,False,True,False,False,P2,30,manual_or_keyword_gap
soulbond_resolve,soulbond_resolve,Soulbond Resolve,Equipment,DuskTillDawn|Promos,Boltyn|Taylor,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Charge|Temper,False,False,True,False,False,P2,30,manual_or_keyword_gap
spark_of_genius,spark_of_genius_yellow,Spark of Genius,Action,ArcaneRising|HistoryPack1,Dash|Shiyana,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,Specialization,False,False,True,False,False,P2,30,manual_or_keyword_gap
spectral_procession,spectral_procession_red,Spectral Procession,Action,Dynasty,Dromai|Enigma|Prism|Zyggy,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Phantasm,False,False,True,False,False,P2,30,manual_or_keyword_gap
spectral_prowler,spectral_prowler_blue|spectral_prowler_red|spectral_prowler_yellow,Spectral Prowler,Action,Dynasty,Dromai|Enigma|Prism|Zyggy,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,GoAgain|Phantasm,False,False,True,False,False,P2,30,manual_or_keyword_gap
spectral_rider,spectral_rider_blue|spectral_rider_red|spectral_rider_yellow,Spectral Rider,Action,Dynasty,Dromai|Enigma|Prism|Zyggy,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Overpower|Phantasm,False,False,True,False,False,P2,30,manual_or_keyword_gap
speed_demon,speed_demon_red,Speed Demon,Action,CompendiumOfRathe,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Scrap,False,False,True,False,False,P2,30,manual_or_keyword_gap
spellfire_cloak,spellfire_cloak,Spellfire Cloak,Equipment,IyslanderSilverAgeDeck|Uprising,Blaze|Broscilio|Emperor|Iyslander|Kano|Oscilio|Taylor|Verdance,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,ArcaneBarrier,False,False,True,False,False,P2,30,manual_or_keyword_gap
spike_pit_trap,spike_pit_trap_blue,Spike Pit Trap,DefenseReaction,Outsiders,Riptide|Shiyana,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,Legendary|Specialization,False,False,True,False,False,P2,30,manual_or_keyword_gap
spirit_of_eirina,spirit_of_eirina_yellow,Spirit of Eirina,Action,Dynasty,Boltyn,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Legendary,False,False,True,False,False,P2,30,manual_or_keyword_gap
spoiled_skull,spoiled_skull,Spoiled Skull,Equipment,DuskTillDawn,Levia|Taylor,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,ArcaneBarrier|BloodDebt|GoAgain,False,False,True,False,False,P2,30,manual_or_keyword_gap
spring_a_leak,spring_a_leak_blue|spring_a_leak_red|spring_a_leak_yellow,Spring a Leak,Action,BrightLights,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Boost,False,False,True,False,False,P2,30,manual_or_keyword_gap
stabbing_pain,stabbing_pain_red,Stabbing Pain,AttackReaction,FangBlitzDeck|TheHunted,Emperor|Fang,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Mark,False,False,True,False,False,P2,30,manual_or_keyword_gap
stadium_centerpiece,stadium_centerpiece,Stadium Centerpiece,Equipment,HeavyHitters,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,BladeBreak,False,False,True,False,False,P2,30,manual_or_keyword_gap
stadium_security,stadium_security_blue|stadium_security_red|stadium_security_yellow,Stadium Security,Action,CompendiumOfRathe,Pleiades|Tuffnut,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Ambush,False,False,True,False,False,P2,30,manual_or_keyword_gap
stalagmite_bastion_of_isenloft,stalagmite_bastion_of_isenloft,"Stalagmite, Bastion of Isenloft",Equipment,Everfest|Promos,Jarl|Oldhim|Starvo|Taylor,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Temper,False,False,True,False,False,P2,30,manual_or_keyword_gap
stand_strong,stand_strong,Stand Strong,Equipment,SuperSlam,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Taylor|Terra|Valda|Victor|Yoji,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,BladeBreak|GoAgain,False,False,True,False,False,P2,30,manual_or_keyword_gap
star_struck,star_struck_yellow,Star Struck,Action,DuskTillDawn,Bravo|Shiyana|Starvo,Blitz|Clash|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Crush|Specialization|Unity,False,False,True,False,False,P2,30,manual_or_keyword_gap
starting_point,starting_point,Starting Point,Equipment,ArakniBlitzDeckARK|ArakniWebOfDeceitBlitzDeck|TheHunted,Arakni|Boltyn|Crackni|Dorinthea|Emperor|Fang|Hala|Kassai|Nuu|Olympia|Slippy|Taylor|Uzuri,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,GoAgain,False,False,True,False,False,P2,30,manual_or_keyword_gap
stasis_cell,stasis_cell_blue,Stasis Cell,Action,BrightLights,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,GoAgain,False,False,True,False,False,P2,30,manual_or_keyword_gap
steal_victory,steal_victory_blue,Steal Victory,Block,GEM|SuperSlam,RKO,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,Steal,False,False,True,False,False,P2,30,manual_or_keyword_gap
steel_street_enforcement,steel_street_enforcement_blue,Steel Street Enforcement,Block,BrightLights,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,EvoUpgrade,False,False,True,False,False,P2,30,manual_or_keyword_gap
steel_street_hoons,steel_street_hoons_blue,Steel Street Hoons,Action,BrightLights,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,Boost|Galvanize,False,False,True,False,False,P2,30,manual_or_keyword_gap
sticky_fingers,sticky_fingers,Sticky Fingers,Companion,HighSeas,Scurv,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Steal,False,False,True,False,False,P2,30,manual_or_keyword_gap
stir_the_pot,stir_the_pot_blue,Stir the Pot,Instant,PartTheMistveil|Promos|ZenBlitzDeck,Enigma|Nuu|Zen,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Legendary|Transcend,False,False,True,False,False,P2,30,manual_or_keyword_gap
stir_the_wildwood,stir_the_wildwood_blue|stir_the_wildwood_red|stir_the_wildwood_yellow,Stir the Wildwood,Action,BriarBlitzDeck|Promos|TalesOfAria,Aurora|Briar|Florian,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Fusion,False,False,True,False,False,P2,30,manual_or_keyword_gap
stone_rain,stone_rain_red,Stone Rain,Action,ArmoryDeckAzalea,Azalea|Lexi|Marlynn|Riptide,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Dominate,False,False,True,False,False,P2,30,manual_or_keyword_gap
stonewall_gauntlet,stonewall_gauntlet,Stonewall Gauntlet,Equipment,CompendiumOfRathe|PartTheMistveil|Promos,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,BladeBreak,False,False,True,False,False,P2,30,manual_or_keyword_gap
stride_of_reprisal,stride_of_reprisal,Stride of Reprisal,Equipment,PartTheMistveil|Promos|ZenBlitzDeck,Taylor|Zen,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,BladeBreak,False,False,True,False,False,P2,30,manual_or_keyword_gap
strong_stomach_for_adversity,strong_stomach_for_adversity,Strong Stomach for Adversity,Equipment,SuperSlam,Lyath|Taylor,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,BladeBreak,False,False,True,False,False,P2,30,manual_or_keyword_gap
stubby_hammerers,stubby_hammerers,Stubby Hammerers,Equipment,Monarch,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Draft|LivingLegend|Open|Sealed|UltimatePitFight,GoAgain,False,False,True,False,False,P2,30,manual_or_keyword_gap
succumb_to_winter,succumb_to_winter_blue|succumb_to_winter_red|succumb_to_winter_yellow,Succumb to Winter,Action,Uprising,Iyslander|Oscilio|Verdance,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Fusion,False,False,True,False,False,P2,30,manual_or_keyword_gap
summers_fall,summers_fall_blue|summers_fall_red|summers_fall_yellow,Summer's Fall,Action,Rosetta,Briar|Florian|Jarl|Oldhim|Starvo|Terra|Verdance,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Decompose,False,False,True,False,False,P2,30,manual_or_keyword_gap
superstar,superstar_blue,Superstar,Instant,ArmoryDeckPleiades|Promos,Pleiades,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Suspense|TheCrowdCheers,False,False,True,False,False,P2,30,manual_or_keyword_gap
